MASV,HOTEN,PHAI,NGSINH,DCHI,DT,MACT,MANGANH,SOTCTL,DTBTL
SV2212,Hoàng Huy Thành,Nữ,2004-04-18,Ninh Bình,0990227604,CLC,CNTT,,
SV2213,Huỳnh Văn Quỳnh,Nam,2003-02-17,Bến Tre,0488790282,CQ,CNTT,,
SV2214,Trần Thành Đức Ngân,Nữ,1999-04-01,Kiên Giang,0579074731,CTTT,CNTT,,
SV2215,Hoàng Đức Long Khải,Nam,2003-09-10,Bạc Liêu,0372531813,VP,CNTT,,
SV2216,Đặng Thành Đức Trang,Nữ,2002-07-29,Đồng Tháp,0572172115,CQ,CNTT,,
SV2217,Đỗ Quốc Việt Tâm,Nam,1999-12-09,Phú Thọ,0837279007,CQ,CNTT,,
SV2218,Đặng Thành Tuấn,Nữ,2002-03-25,Trà Vinh,0527127345,CLC,CNTT,,
SV2219,Bùi Như Dương,Nam,2001-08-11,Lâm Đồng,0826736693,CQ,CNTT,,
SV2220,Trần Thị Đạt,Nam,2005-07-08,Bình Thuận,0663868899,CLC,CNTT,,
SV2221,Trần Thành Đức Minh,Nữ,2001-05-27,Tây Ninh,0996473789,CQ,CNTT,,
SV2222,Bùi Thị Kim Quỳnh,Nữ,2005-10-11,Nghệ An,0774433945,CLC,CNTT,,
SV2223,Nguyễn Hồng Quỳnh,Nữ,2006-04-07,Bà Rịa - Vũng Tàu,0478197557,CTTT,CNTT,,
SV2224,Bùi Tú Thắm,Nữ,2004-11-15,Bến Tre,0981775970,CLC,CNTT,,
SV2225,Đỗ Phương Anh Hải,Nữ,2003-11-09,Hà Nam,0515469831,CLC,CNTT,,
SV2226,Đỗ Đức Đạt,Nam,2001-01-01,Điện Biên,0314794898,CQ,CNTT,,
SV2227,Trần Thị Kim Thắng,Nam,1999-10-15,Lâm Đồng,0527566472,CTTT,CNTT,,
SV2228,Phạm Quốc Việt Thắm,Nam,2006-03-21,Ninh Thuận,0760281750,CTTT,CNTT,,
SV2229,Hoàng Hồng Anh,Nam,2002-02-25,Thừa Thiên Huế,0863462863,CQ,CNTT,,
SV2230,Trần Như Bình,Nam,2002-01-09,Hòa Bình,0964001482,CQ,CNTT,,
SV2231,Đỗ Tú Hoàng,Nữ,1999-05-14,Lâm Đồng,0763015858,CLC,CNTT,,
SV2232,Hoàng Minh Thắm,Nữ,1998-07-08,Phú Thọ,0388469628,CQ,CNTT,,
SV2233,Đặng Thành Thùy,Nữ,2001-08-03,Cần Thơ,0834106966,CTTT,CNTT,,
SV2234,Lê Phương Thảo,Nam,2002-11-14,Phú Yên,0351097886,CTTT,CNTT,,
SV2235,Trần Hồng Ngọc,Nữ,2000-09-19,Hòa Bình,0769161750,CTTT,CNTT,,
SV2236,Huỳnh Minh Nguyệt,Nữ,2003-11-03,Điện Biên,0693177141,CQ,CNTT,,
SV2237,Trần Phương Anh Nguyệt,Nam,2000-01-22,Hậu Giang,0317439293,CLC,CNTT,,
SV2238,Đỗ Tú Quân Nam,Nam,2001-02-26,Khánh Hòa,0812984819,CQ,CNTT,,
SV2239,Hoàng Phương Anh Nguyệt,Nữ,2006-02-21,Nghệ An,0799016878,CLC,CNTT,,
SV2240,Đỗ Phương Tú,Nữ,2002-06-15,Sơn La,0623433770,CLC,CNTT,,
SV2241,Lê Thành Hải,Nam,1998-11-07,Hà Nam,0315763089,CLC,CNTT,,
SV2242,Hoàng Thành Đức Hiếu,Nữ,2000-10-17,Thanh Hóa,0663565622,CLC,CNTT,,
SV2243,Võ Thành Thanh,Nữ,1998-07-13,Khánh Hòa,0823535040,VP,CNTT,,
SV2244,Trần Văn Anh,Nam,2001-06-09,Sóc Trăng,0951649117,CLC,CNTT,,
SV2245,Trần Phương Anh Duy,Nam,2005-09-08,Kon Tum,0902480960,VP,CNTT,,
SV2246,Đỗ Tú Quân Diệu,Nam,2003-09-03,Bắc Kạn,0725678242,CTTT,CNTT,,
SV2247,Huỳnh Văn Đức,Nữ,2003-06-08,Quảng Bình,0901023031,VP,CNTT,,
SV2248,Đỗ Đức Long Tuấn,Nam,1999-10-15,Lạng Sơn,0413668980,VP,CNTT,,
SV2249,Lê Thị Tâm,Nữ,2001-08-23,Kon Tum,0633772536,VP,CNTT,,
SV2250,Hoàng Tú Phúc,Nữ,2004-08-03,Gia Lai,0901277267,CTTT,CNTT,,
SV2251,Huỳnh Huy Tú Bình,Nữ,2006-05-14,An Giang,0302104057,VP,CNTT,,
SV2252,Trần Văn Ngân,Nam,1999-12-20,Nghệ An,0485787345,CTTT,CNTT,,
SV2253,Bùi Văn Thanh,Nam,1998-08-03,Đắk Nông,0686943512,CQ,CNTT,,
SV2254,Hoàng Minh Hà Tuấn,Nữ,1998-10-12,Quảng Ngãi,0378132962,CTTT,CNTT,,
SV2255,Lê Huy Thúy,Nam,2002-03-21,Hải Dương,0741387478,CQ,CNTT,,
SV2256,Hoàng Huy Anh,Nữ,1999-06-20,Ninh Bình,0469146946,VP,CNTT,,
SV2257,Lê Minh Phong,Nữ,2004-07-24,Nam Định,0771583238,VP,CNTT,,
SV2258,Hoàng Văn Huy Quang,Nữ,2001-03-23,Lào Cai,0614737247,CTTT,CNTT,,
SV2259,Nguyễn Thị Kim Hòa,Nam,2005-11-20,Vĩnh Phúc,0373091450,VP,CNTT,,
SV2260,Phạm Đức Long Tâm,Nữ,2003-02-10,Phú Yên,0362628998,VP,CNTT,,
SV2261,Võ Tú Lan,Nam,2005-08-18,Thái Bình,0839846485,CLC,CNTT,,
SV2262,Đỗ Văn Huy Thắm,Nam,1999-08-29,Bình Dương,0993750478,VP,CNTT,,
SV2263,Đặng Tú Quân Nguyệt,Nam,2000-01-23,Bình Phước,0556546980,VP,CNTT,,
SV2264,Nguyễn Huy Hà,Nam,2005-09-25,Hà Tĩnh,0712847671,CQ,CNTT,,
SV2265,Huỳnh Văn Huy Thúy,Nữ,2005-07-10,An Giang,0540967041,CTTT,CNTT,,
SV2266,Huỳnh Quốc Việt Minh,Nữ,2001-09-18,Lâm Đồng,0806639629,CQ,CNTT,,
SV2267,Đặng Thành Đức Trúc,Nam,2002-03-09,Khánh Hòa,0527743028,CTTT,CNTT,,
SV2268,Nguyễn Quốc Việt Nam,Nam,2001-08-30,Hậu Giang,0786619056,CLC,CNTT,,
SV2269,Huỳnh Thị Hưng,Nam,2002-11-24,Gia Lai,0929262637,CLC,CNTT,,
SV2270,Võ Tú Quân Thảo,Nam,1998-11-27,Đồng Tháp,0734530828,CLC,CNTT,,
SV2271,Hoàng Như Duy,Nữ,2005-11-06,Cao Bằng,0951452702,CTTT,CNTT,,
SV2272,Đỗ Phương Anh Duy,Nam,2005-11-11,Cà Mau,0694735888,CTTT,CNTT,,
SV2273,Đỗ Như Minh,Nữ,1999-10-11,Bình Dương,0750412969,CLC,CNTT,,
SV2274,Hoàng Minh Bảo,Nam,2001-02-13,Khánh Hòa,0487274299,CQ,CNTT,,
SV2275,Võ Thành Đức Mai,Nam,1999-01-26,Hưng Yên,0853055017,VP,CNTT,,
SV2276,Hoàng Tú Quang,Nữ,2006-05-25,Cần Thơ,0682316498,CLC,CNTT,,
SV2277,Đỗ Hồng Bảo,Nam,2005-04-24,Quảng Ninh,0475218400,VP,CNTT,,
SV2278,Trần Tú Quân Hương,Nữ,2000-03-15,Trà Vinh,0328216975,CQ,CNTT,,
SV2279,Đặng Văn Huy Hoàng,Nam,2004-10-16,Thanh Hóa,0942283225,CTTT,CNTT,,
SV2280,Hoàng Phương Hải,Nữ,2003-01-25,Yên Bái,0893433750,CTTT,CNTT,,
SV2281,Bùi Hào Nam Khải,Nam,1998-10-13,Quảng Ninh,0547845973,CQ,CNTT,,
SV2282,Bùi Phương Anh Minh,Nữ,2000-08-04,Tuyên Quang,0468596717,VP,CNTT,,
SV2283,Lê Huy Hồng,Nữ,2001-11-13,Hải Dương,0502528697,CTTT,CNTT,,
SV2284,Bùi Tú Khánh,Nữ,2006-05-23,Thái Bình,0366585942,CQ,CNTT,,
SV2285,Phạm Tú Dương,Nữ,2004-10-30,Vĩnh Phúc,0836989276,VP,CNTT,,
SV2286,Nguyễn Hồng Lan,Nữ,2000-03-04,Quảng Trị,0901114277,CQ,CNTT,,
SV2287,Đặng Phương Quỳnh,Nam,2002-04-29,Đồng Nai,0639049936,CLC,CNTT,,
SV2288,Nguyễn Thành Đức Thắng,Nam,2004-06-07,Đà Nẵng,0533254276,CTTT,CNTT,,
SV2289,Nguyễn Minh Phúc,Nam,2001-07-28,Quảng Trị,0768169738,CQ,CNTT,,
SV2290,Hoàng Thành Đức Nam,Nữ,1999-04-02,Hậu Giang,0307483394,CQ,CNTT,,
SV2291,Bùi Đức Long Lan,Nam,1999-04-07,Tây Ninh,0568778479,CTTT,CNTT,,
SV2292,Lê Phương Hương,Nữ,2001-12-06,Tây Ninh,0324424113,CLC,CNTT,,
SV2293,Phạm Đức Minh,Nam,2000-10-15,Tiền Giang,0835104883,CQ,CNTT,,
SV2294,Phạm Đức Duy,Nữ,1998-09-04,Thái Bình,0636366340,CLC,CNTT,,
SV2295,Phạm Huy Tú Nam,Nam,2005-09-25,Kiên Giang,0508257077,VP,CNTT,,
SV2296,Hoàng Phương Anh Tú,Nữ,2003-10-18,Cần Thơ,0684626493,CQ,CNTT,,
SV2297,Lê Văn Huy Linh,Nam,2000-09-09,Hà Tĩnh,0443934809,VP,CNTT,,
SV2298,Nguyễn Huy Đức,Nam,1999-11-24,TP. Hồ Chí Minh,0606059190,VP,CNTT,,
SV2299,Trần Quốc Việt Trang,Nữ,1999-04-12,Sơn La,0538259387,CTTT,CNTT,,
SV2300,Nguyễn Minh Quang,Nữ,2001-12-24,Khánh Hòa,0352957691,VP,CNTT,,
SV2301,Đỗ Minh Đạt,Nam,2003-11-08,Hưng Yên,0823807180,VP,CNTT,,
SV2302,Trần Văn Huy Ngọc,Nữ,2002-03-06,Bình Dương,0751947768,CLC,CNTT,,
SV2303,Đỗ Đức Thắng,Nữ,1999-07-18,Hưng Yên,0416759362,CTTT,CNTT,,
SV2304,Nguyễn Tú Quân Khải,Nam,2003-02-01,Đà Nẵng,0696234566,CLC,CNTT,,
SV2305,Phạm Như Tuấn,Nam,2004-03-17,Hà Giang,0799534822,VP,CNTT,,
SV2306,Trần Văn Phương,Nam,2001-01-26,Quảng Nam,0520938693,VP,CNTT,,
SV2307,Đỗ Hồng Minh,Nam,2002-08-13,Lai Châu,0727765000,CTTT,CNTT,,
SV2308,Hoàng Văn Bảo,Nam,2003-01-28,Bình Dương,0766359453,CQ,CNTT,,
SV2309,Đỗ Huy Tú Bảo,Nữ,2002-10-19,An Giang,0426867709,CQ,CNTT,,
SV2310,Đỗ Hồng Anh,Nữ,1998-09-24,Hải Dương,0933583564,CQ,CNTT,,
SV2311,Bùi Tú Thanh,Nam,2001-08-14,An Giang,0547591583,CLC,CNTT,,
SV2312,Trần Đức Thảo,Nữ,1998-12-02,Bình Phước,0782752270,CLC,CNTT,,
SV2313,Đỗ Hồng Đức,Nữ,2001-05-07,Bình Định,0318186522,CQ,CNTT,,
SV2314,Huỳnh Thị Khải,Nữ,2003-09-05,Khánh Hòa,0379157435,VP,CNTT,,
SV2315,Lê Thành Đức Phong,Nam,2004-01-16,Bình Dương,0958031867,CQ,CNTT,,
SV2316,Hoàng Hào Nam Phượng,Nam,2004-09-24,Nam Định,0313693596,CTTT,CNTT,,
SV2317,Nguyễn Tú Hiếu,Nam,2004-12-18,Bình Phước,0576534707,CTTT,CNTT,,
SV2318,Bùi Minh Khánh,Nữ,2002-11-03,Hà Tĩnh,0579018390,CLC,CNTT,,
SV2319,Đỗ Phương Anh Phong,Nữ,2002-11-22,Quảng Bình,0969117816,CQ,CNTT,,
SV2320,Võ Thị Hòa,Nam,1999-09-12,Yên Bái,0552190067,CTTT,CNTT,,
SV2321,Đặng Đức Long Trang,Nam,2001-01-26,Thái Bình,0657820151,VP,CNTT,,
SV2322,Hoàng Thị Kim Thanh,Nữ,2001-10-30,Nam Định,0451158817,CLC,CNTT,,
SV2323,Phạm Thị Thùy,Nam,2003-03-02,TP. Hồ Chí Minh,0821301262,CTTT,CNTT,,
SV2324,Đỗ Huy Thanh,Nữ,1998-07-05,Bình Dương,0399026137,CQ,CNTT,,
SV2325,Lê Như Ngân,Nữ,2001-11-06,Điện Biên,0466612806,VP,CNTT,,
SV2326,Trần Quốc Việt Ngân,Nam,2006-03-30,Bến Tre,0882422468,CLC,CNTT,,
SV2327,Phạm Thị Kim Thành,Nữ,1999-05-02,Nghệ An,0699900324,VP,CNTT,,
SV2328,Bùi Thành Đức Nguyệt,Nữ,2003-01-31,Lạng Sơn,0679219135,CLC,CNTT,,
SV2329,Hoàng Tú Tâm,Nữ,2005-07-07,Long An,0552891292,VP,CNTT,,
SV2330,Đặng Thị Kim Hưng,Nữ,2004-05-12,Hà Nam,0757985476,CLC,CNTT,,
SV2331,Đặng Thị Kim Anh,Nam,2001-10-19,Hải Dương,0585857247,CQ,CNTT,,
SV2332,Đặng Thành Bảo,Nữ,2003-05-13,Đồng Nai,0482008882,CLC,CNTT,,
SV2333,Hoàng Thị Thành,Nữ,2006-05-19,Hậu Giang,0830449271,VP,CNTT,,
SV2334,Nguyễn Minh Hà Ngọc,Nữ,1998-06-21,Bà Rịa - Vũng Tàu,0881702000,CTTT,CNTT,,
SV2335,Trần Như Duy,Nam,2002-07-19,Lạng Sơn,0962260571,CQ,CNTT,,
SV2336,Võ Văn Huy Hà,Nam,1999-07-19,Phú Thọ,0539846209,VP,CNTT,,
SV2337,Huỳnh Hồng Linh,Nam,1999-06-07,Gia Lai,0386709717,CLC,CNTT,,
SV2338,Bùi Tú Hoàng,Nữ,2001-05-12,Bắc Ninh,0925845869,VP,CNTT,,
SV2339,Lê Huy Tú Hòa,Nữ,2004-05-08,An Giang,0310293508,CLC,CNTT,,
SV2340,Nguyễn Thị Kim Hưng,Nam,1999-10-08,Hà Nội,0696757969,VP,CNTT,,
SV2341,Lê Đức Long Duy,Nam,1998-12-20,Thừa Thiên Huế,0492138210,CQ,CNTT,,
SV2342,Hoàng Phương Anh Thắng,Nam,2003-07-18,Ninh Bình,0837556456,CQ,CNTT,,
SV2343,Đặng Đức Phong,Nữ,2006-01-06,Thừa Thiên Huế,0467641742,CQ,CNTT,,
SV2344,Lê Văn Hưng,Nữ,2003-06-13,Lai Châu,0588109937,VP,CNTT,,
SV2345,Phạm Thị Kim Hương,Nam,2003-04-06,Bắc Ninh,0349159322,CQ,CNTT,,
SV2346,Lê Thành Đức Quang,Nam,2003-06-26,Bà Rịa - Vũng Tàu,0773113164,CLC,CNTT,,
SV2347,Trần Như Duy,Nam,2003-10-03,Vĩnh Long,0720697931,CQ,CNTT,,
SV2348,Trần Phương Anh Điền,Nữ,2001-04-11,Phú Yên,0462679069,CQ,CNTT,,
SV2349,Hoàng Đức Linh,Nam,2001-09-07,Hà Tĩnh,0607666625,VP,CNTT,,
SV2350,Hoàng Thành Đức Đức,Nam,2003-09-03,Thái Nguyên,0809662139,CLC,CNTT,,
SV2351,Đặng Văn Trường,Nữ,2001-11-09,Quảng Bình,0319490444,CTTT,CNTT,,
SV2352,Hoàng Đức Hưng,Nữ,2005-05-29,Hà Tĩnh,0688792140,VP,CNTT,,
SV2353,Võ Minh Hà Tân,Nữ,2004-12-14,Hưng Yên,0609720897,CLC,CNTT,,
SV2354,Đỗ Thành Điền,Nam,2004-01-15,Quảng Nam,0802027082,VP,CNTT,,
SV2355,Huỳnh Minh Hà Minh,Nam,2000-10-08,Bình Phước,0342573751,CLC,CNTT,,
SV2356,Huỳnh Phương Hương,Nam,2001-02-03,Hải Dương,0312693673,CTTT,CNTT,,
SV2357,Huỳnh Quốc Việt Quang,Nam,2001-08-25,Tây Ninh,0743116294,CTTT,CNTT,,
SV2358,Bùi Thành Thúy,Nữ,2000-02-13,Nam Định,0308970542,VP,CNTT,,
SV2359,Võ Như Thành,Nam,2005-12-25,Bắc Kạn,0547791979,VP,CNTT,,
SV2360,Võ Hào Nam Tuấn,Nữ,1999-04-15,Kiên Giang,0786752643,CLC,CNTT,,
SV2361,Võ Thị Phúc,Nam,2003-02-08,Phú Thọ,0740874630,VP,CNTT,,
SV2362,Trần Quốc Việt Tâm,Nam,2005-08-14,Thừa Thiên Huế,0524357735,CTTT,CNTT,,
SV2363,Hoàng Huy Tú Phượng,Nữ,2003-05-03,Sóc Trăng,0373355840,VP,CNTT,,
SV2364,Hoàng Văn Thắng,Nam,2004-10-30,Trà Vinh,0485341827,VP,CNTT,,
SV2365,Nguyễn Đức Long Bình,Nữ,2001-12-22,Đồng Tháp,0934086392,CQ,CNTT,,
SV2366,Trần Đức Phúc,Nữ,2001-04-03,Đà Nẵng,0662584757,CQ,CNTT,,
SV2367,Đặng Tú Phúc,Nam,1999-07-04,Bắc Ninh,0304570685,CQ,CNTT,,
SV2368,Hoàng Quốc Việt Quỳnh,Nữ,1998-10-21,Lạng Sơn,0529271626,CQ,CNTT,,
SV2369,Bùi Thành Đức Anh,Nữ,2006-03-06,Cần Thơ,0663095774,CQ,CNTT,,
SV2370,Trần Minh Lan,Nữ,2000-05-23,Hải Phòng,0894789366,VP,CNTT,,
SV2371,Võ Thành Quang,Nam,2001-08-02,Thái Nguyên,0673834714,CQ,CNTT,,
SV2372,Đặng Văn Khải,Nam,2006-03-18,Bà Rịa - Vũng Tàu,0777489766,CQ,CNTT,,
SV2373,Nguyễn Phương Thắm,Nam,2005-04-27,Quảng Ngãi,0694938250,CTTT,CNTT,,
SV2374,Đặng Hào Nam Thắng,Nữ,1999-06-09,Sơn La,0983917929,VP,CNTT,,
SV2375,Trần Huy Tú Thanh,Nữ,1999-09-17,Thái Nguyên,0455478358,VP,CNTT,,
SV2376,Hoàng Tú Bảo,Nữ,2001-08-14,Phú Yên,0360155304,CLC,CNTT,,
SV2377,Võ Đức Khánh,Nam,2000-09-05,Lào Cai,0725964756,VP,CNTT,,
SV2378,Phạm Đức Thắng,Nữ,2000-11-07,Bạc Liêu,0979927986,CTTT,CNTT,,
SV2379,Hoàng Đức Dương,Nam,2001-04-13,Bà Rịa - Vũng Tàu,0795843614,CQ,CNTT,,
SV2380,Đỗ Huy Tú Phượng,Nữ,2005-04-12,Hà Giang,0946358355,VP,CNTT,,
SV2381,Lê Huy Hiếu,Nữ,1998-09-27,Bắc Ninh,0800081186,VP,CNTT,,
SV2382,Đặng Đức Long Mai,Nam,1999-09-04,Cà Mau,0343125815,CTTT,CNTT,,
SV2383,Bùi Quốc Việt Đức,Nữ,2001-04-04,Quảng Ngãi,0313779659,VP,CNTT,,
SV2384,Trần Đức Long Nam,Nam,2004-03-02,Trà Vinh,0592416056,CQ,CNTT,,
SV2385,Đặng Thành Hòa,Nam,1998-06-21,Bình Thuận,0684724543,VP,CNTT,,
SV2386,Trần Đức Nam,Nam,2005-09-02,Quảng Ngãi,0477785266,CTTT,CNTT,,
SV2387,Bùi Huy Bảo,Nam,2003-09-18,Kon Tum,0843228405,CTTT,CNTT,,
SV2388,Đỗ Phương Linh,Nam,2002-01-12,Hà Nam,0931321237,CTTT,CNTT,,
SV2389,Trần Thị Điền,Nữ,2001-11-07,Hà Tĩnh,0965644359,VP,CNTT,,
SV2390,Bùi Hào Nam Thúy,Nữ,2002-09-29,Ninh Bình,0505484152,CLC,CNTT,,
SV2391,Lê Thành Tâm,Nữ,1998-12-05,Lạng Sơn,0445094136,CTTT,CNTT,,
SV2392,Huỳnh Hào Nam Điền,Nam,2000-05-04,Ninh Bình,0574991034,CLC,CNTT,,
SV2393,Bùi Minh Hà Tú,Nữ,2005-11-24,Hải Dương,0830642819,CQ,CNTT,,
SV2394,Võ Thị Kim Tâm,Nam,2002-06-24,Hòa Bình,0977114507,CTTT,CNTT,,
SV2395,Bùi Như Tú,Nữ,2005-03-30,Đắk Nông,0641107628,CLC,CNTT,,
SV2396,Nguyễn Quốc Việt Điền,Nữ,2004-07-22,Đà Nẵng,0549313534,CLC,CNTT,,
SV2397,Đỗ Hào Nam Hoàng,Nữ,2005-02-08,Tây Ninh,0721959147,VP,CNTT,,
SV2398,Hoàng Tú Quỳnh,Nam,2004-02-01,Sơn La,0764778331,VP,CNTT,,
SV2399,Đỗ Thị Phượng,Nữ,2003-03-22,Quảng Ninh,0558061684,CQ,CNTT,,
SV2400,Võ Quốc Việt Trường,Nữ,2000-07-23,Nam Định,0529767144,CQ,CNTT,,
SV2401,Trần Tú Quân Trang,Nữ,2002-01-12,Nam Định,0546434729,CTTT,CNTT,,
SV2402,Đỗ Minh Hà Thanh,Nam,2002-06-25,Bắc Ninh,0565749497,CTTT,CNTT,,
SV2403,Đỗ Minh Trang,Nam,1999-03-08,Cà Mau,0677838798,CQ,CNTT,,
SV2404,Lê Thành Đức Minh,Nữ,2003-03-03,Cà Mau,0625595133,CQ,CNTT,,
SV2405,Hoàng Đức Thúy,Nam,2000-04-14,Gia Lai,0683652600,CTTT,CNTT,,
SV2406,Trần Văn Huy Thùy,Nam,2004-10-16,Phú Yên,0334611775,VP,CNTT,,
SV2407,Phạm Phương Đức,Nam,2005-03-05,Đồng Nai,0701790326,CLC,CNTT,,
SV2408,Nguyễn Phương Anh Hoàng,Nữ,2000-01-11,Bắc Ninh,0713921965,CLC,CNTT,,
SV2409,Trần Đức Long Mai,Nam,2000-06-15,Đồng Nai,0614604539,CQ,CNTT,,
SV2410,Phạm Thành Đức Hải,Nam,2003-09-03,Lai Châu,0897499953,CLC,CNTT,,
SV2411,Nguyễn Thị Kim Trang,Nam,2003-05-14,Bắc Ninh,0601904339,CLC,CNTT,,
SV2412,Trần Minh Hà Thùy,Nam,2000-12-24,Lào Cai,0917633123,CTTT,CNTT,,
SV2413,Lê Đức Tân,Nữ,2003-11-18,Bình Định,0718559819,CLC,CNTT,,
SV2414,Võ Văn Huy Lan,Nam,2003-10-03,Thừa Thiên Huế,0421739753,VP,CNTT,,
SV2415,Võ Hào Nam Trúc,Nữ,1999-11-25,Thanh Hóa,0964954404,CQ,CNTT,,
SV2416,Hoàng Thành Nam,Nam,2000-06-07,Sóc Trăng,0873178808,CTTT,CNTT,,
SV2417,Hoàng Minh Hồng,Nam,2003-11-21,Thừa Thiên Huế,0803600260,CTTT,CNTT,,
SV2418,Đặng Văn Huy Thanh,Nữ,2005-11-14,Hải Dương,0379423104,CTTT,CNTT,,
SV2419,Phạm Thị Kim Mai,Nam,2002-03-10,Kiên Giang,0637520011,CTTT,CNTT,,
SV2420,Đỗ Như Duy,Nam,1999-01-05,Vĩnh Phúc,0796089789,VP,CNTT,,
SV2421,Trần Minh Điền,Nam,2003-10-12,Cần Thơ,0433792491,VP,CNTT,,
SV2422,Nguyễn Tú Đức,Nam,2002-04-17,Long An,0775382782,CTTT,CNTT,,
SV2423,Lê Tú Quân Quỳnh,Nam,1999-06-01,Lào Cai,0893522248,CTTT,CNTT,,
SV2424,Đỗ Minh Hà Ngân,Nam,2001-08-02,Quảng Trị,0425273787,CLC,CNTT,,
SV2425,Lê Phương Điền,Nữ,2006-04-26,Tiền Giang,0884998401,CTTT,CNTT,,
SV2426,Đỗ Tú Phương,Nam,1999-03-18,Hòa Bình,0766617352,CTTT,CNTT,,
SV2427,Võ Hào Nam Bảo,Nam,2001-07-25,Kiên Giang,0301594328,VP,CNTT,,
SV2428,Huỳnh Phương Anh Diệu,Nữ,2000-12-24,Hậu Giang,0431452830,CQ,CNTT,,
SV2429,Đỗ Hồng Nam,Nam,2001-09-06,Đồng Nai,0824522361,CQ,CNTT,,
SV2430,Bùi Đức Long Hà,Nữ,1999-01-13,Hà Nội,0743296179,VP,CNTT,,
SV2431,Hoàng Minh Hà Tân,Nam,2005-12-04,Quảng Trị,0942509764,VP,CNTT,,
SV2432,Hoàng Như Hoàng,Nam,2003-11-26,Bắc Ninh,0403398306,CLC,CNTT,,
SV2433,Võ Thành Đức Hiếu,Nam,1998-06-27,Lai Châu,0610467874,CQ,CNTT,,
SV2434,Đặng Thành Hiếu,Nam,1999-03-14,Bà Rịa - Vũng Tàu,0351635267,CTTT,CNTT,,
SV2435,Trần Văn Quang,Nữ,2006-05-27,Long An,0472422581,VP,CNTT,,
SV2436,Bùi Huy Tú Phương,Nữ,1998-12-28,Bình Thuận,0587346297,CLC,CNTT,,
SV2437,Võ Thành Đức Anh,Nam,1999-06-30,Hà Nội,0656574843,CLC,CNTT,,
SV2438,Hoàng Đức Duy,Nữ,2001-06-29,Bình Dương,0873322916,CQ,CNTT,,
SV2439,Lê Minh Hà Hòa,Nam,2003-08-03,Hải Dương,0561940138,CTTT,CNTT,,
SV2440,Nguyễn Như Phượng,Nam,2002-11-20,Tuyên Quang,0395584078,CTTT,CNTT,,
SV2441,Bùi Minh Hà Hà,Nữ,2003-07-12,Đà Nẵng,0963823655,CQ,CNTT,,
SV2442,Huỳnh Tú Hiếu,Nữ,2002-04-20,Đắk Lắk,0516462763,CLC,CNTT,,
SV2443,Huỳnh Thành Đức Trường,Nam,1999-01-22,Bà Rịa - Vũng Tàu,0870876444,CTTT,CNTT,,
SV2444,Hoàng Minh Hà Hiếu,Nam,2003-10-02,Bắc Ninh,0449693297,CQ,CNTT,,
SV2445,Hoàng Hồng Mai,Nam,2006-05-23,Tiền Giang,0680397621,VP,CNTT,,
SV2446,Lê Thị Kim Phúc,Nữ,2000-05-24,Quảng Ngãi,0904400535,CLC,CNTT,,
SV2447,Trần Đức Long Tú,Nam,2000-04-24,Ninh Bình,0771114360,CQ,CNTT,,
SV2448,Bùi Hào Nam Hiếu,Nữ,2002-07-23,Quảng Nam,0677057425,CQ,CNTT,,
SV2449,Lê Phương Hà,Nam,2001-09-22,Cần Thơ,0930577705,VP,CNTT,,
SV2450,Đỗ Đức Long Ngọc,Nữ,2002-02-08,Sóc Trăng,0963993680,VP,CNTT,,
SV2451,Võ Phương Anh Trang,Nữ,1998-10-17,Phú Yên,0674024086,CTTT,CNTT,,
SV2452,Lê Phương Phong,Nữ,2000-05-07,Sóc Trăng,0664349828,CLC,CNTT,,
SV2453,Bùi Thị Kim Hải,Nam,2003-08-21,Bà Rịa - Vũng Tàu,0854298249,CTTT,CNTT,,
SV2454,Hoàng Phương Anh Quang,Nữ,2004-06-21,Phú Yên,0732546970,CTTT,CNTT,,
SV2455,Hoàng Như Hòa,Nam,2004-07-19,Bắc Kạn,0929988825,CQ,CNTT,,
SV2456,Trần Minh Hương,Nam,2002-07-01,Khánh Hòa,0827140260,CLC,CNTT,,
SV2457,Bùi Huy Tú Quỳnh,Nữ,2001-07-07,Nghệ An,0981098197,CTTT,CNTT,,
SV2458,Đỗ Văn Huy Thúy,Nữ,2004-09-17,Tuyên Quang,0440578692,CTTT,CNTT,,
SV2459,Hoàng Tú Đức,Nữ,1998-07-15,Bạc Liêu,0867055338,VP,CNTT,,
SV2460,Bùi Huy Tú Thảo,Nữ,2001-03-02,Tiền Giang,0355349067,CTTT,CNTT,,
SV2461,Bùi Hồng Thắm,Nam,2006-03-03,Hậu Giang,0693969154,CTTT,CNTT,,
SV2462,Bùi Phương Hải,Nam,1999-11-02,Thừa Thiên Huế,0386485412,CTTT,CNTT,,
SV2463,Đặng Hồng Mai,Nữ,2001-04-16,Cần Thơ,0382631728,CLC,CNTT,,
SV2464,Trần Thị Kim Thành,Nam,2005-03-03,Cần Thơ,0970954552,VP,CNTT,,
SV2465,Đặng Văn Huy Hoàng,Nữ,2005-08-30,Hòa Bình,0982209486,CLC,CNTT,,
SV2466,Bùi Văn Hải,Nữ,2004-10-30,Vĩnh Long,0659887762,CLC,CNTT,,
SV2467,Huỳnh Hào Nam Tú,Nữ,2006-02-16,Đà Nẵng,0703646060,VP,CNTT,,
SV2468,Hoàng Quốc Việt Phượng,Nam,2003-06-15,Quảng Bình,0793352938,CTTT,CNTT,,
